;Statut du Point de charge;Arrondissement_x;ID Station local;ID Station itineerance;Nom station;Code INSEE commune_x;Type implantation;Nombre point de recharge;Date mise e  jour;Conditions d acces;Adresse station_x;Paiement CB;Tarification;Date mise en service;Accessibilitee PMR;Restriction gabarit;Stationnement 2 roues;Puissance max KW;Horaires;Type de chargeur;latitude;longitude;ID PDC local;Statut du point de recharge;URL Description Point de charge;Heure mise e  jour;Coordonneees geeographiques
1450;En service;20e Arrondissement;FR*V75*PPX20*13;FRV75PPX2013;Paris | Rue Freedeeric Lolieee 5;75120.0;Voirie;6;23/09/2021;Acces libre;5 Rue Freedeeric Lolieee 75020 Paris;TRUE;https://belib.paris;29/09/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.8495;2.4062;FR*V75*EPX13*11*4;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX13*11*4;2022-12-02T15:10:23+01:00;48.83171,2.379246
1451;En service;05e Arrondissement;FR*V75*PPX05*10;FRV75PPX0510;Paris | Rue Paul Painlevee 7;75105.0;Voirie;5;23/09/2021;Acces libre;7 Rue Paul Painlevee 75005 Paris;TRUE;https://belib.paris;12/10/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.849903;2.3444285;FR*V75*EPX07*01*1;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX07*01*1;2022-12-02T07:53:12+01:00;48.85304,2.3190124
1452;En service;07e Arrondissement;FR*V75*PPX07*16;FRV75PPX0716;Paris | Rue jean Nicot 10;75107.0;Voirie;4;23/09/2021;Acces libre;10 Rue jean Nicot 75007 Paris;TRUE;https://belib.paris;19/10/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.86113;2.3069868;FR*V75*EPX15*21*6;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*21*6;2022-12-02T06:35:41+01:00;48.8287,2.2989
1453;En service;10e Arrondissement;FR*V75*PPX10*09;FRV75PPX1009;Paris | boulevard de la Villette  55;75110.0;Voirie;5;23/09/2021;Acces libre;55 boulevard de la Villette 75010 Paris;TRUE;https://belib.paris;23/11/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.87565;2.372715;FR*V75*EPX07*03*1;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX07*03*1;2022-12-02T07:15:19+01:00;48.858727,2.314834
1454;En service;12e Arrondissement;FR*V75*PPX12*16;FRV75PPX1216;Paris | Rue de Pommard 7;75112.0;Voirie;4;23/09/2021;Acces libre;7 Rue de Pommard 75012 Paris;TRUE;https://belib.paris;26/10/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.835518;2.3850355;FR*V75*EPX16*08*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*08*3;2022-12-02T08:13:10+01:00;48.850754,2.2739246
1455;En service;13e Arrondissement;FR*V75*PPX13*15;FRV75PPX1315;Paris | Rue de Tolbiac 245;75113.0;Voirie;6;23/09/2021;Acces libre;245 Rue de Tolbiac 75013 Paris;TRUE;https://belib.paris;17/06/2022;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.826233;2.34245;FR*V75*EPX15*06*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*06*2;2022-12-02T08:00:47+01:00;48.839577,2.2986453
1456;En service;13e Arrondissement;FR*V75*PPX13*19;FRV75PPX1319;Paris | Rue Jeanne D Arc 157;75113.0;Voirie;4;23/09/2021;Acces libre;157 Rue Jeanne D Arc 75013 Paris;TRUE;https://belib.paris;01/12/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.83656;2.3592348;FR*V75*EPX15*12*1;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*12*1;2022-12-02T09:11:49+01:00;48.837364,2.3059905
1457;En service;15e Arrondissement;FR*V75*PPX15*33;FRV75PPX1533;Paris | Rue de Vouillee 47;75115.0;Voirie;4;23/09/2021;Acces libre;47 Rue de Vouillee 75015 Paris;TRUE;https://belib.paris;09/11/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.83389;2.3081343;FR*V75*EPX08*19*2;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*19*2;2022-12-02T09:12:27+01:00;48.877834,2.310832
1458;En service;15e Arrondissement;FR*V75*PPX15*30;FRV75PPX1530;Paris | Rue Olivier de Serres 3;75115.0;Voirie;4;23/09/2021;Acces libre;3 Rue Olivier de Serres 75015 Paris;TRUE;https://belib.paris;03/11/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.837017;2.2986736;FR*V75*E9019*03*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9019*03*2;2022-12-02T07:47:36+01:00;48.882793,2.382705
1459;En service;16e Arrondissement;FR*V75*PPX16*27;FRV75PPX1627;Paris | Avenue Victor Hugo 180;75116.0;Voirie;6;23/09/2021;Acces libre;180 Avenue Victor Hugo 75016 Paris;TRUE;https://belib.paris;16/11/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.865818;2.2762194;FR*V75*EPX08*02*6;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*02*6;2022-12-02T07:59:30+01:00;48.873478,2.3008885
1460;En service;16e Arrondissement;FR*V75*PPX16*29;FRV75PPX1629;Paris | Rue Reemusat 8;75116.0;Voirie;6;23/09/2021;Acces libre;8 Rue Reemusat 75016 Paris;TRUE;https://belib.paris;19/10/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.847847;2.272306;FR*V75*EPX11*09*7;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*09*7;2022-12-02T07:52:41+01:00;48.84948,2.397761
1461;En service;18e Arrondissement;FR*V75*PPX18*12;FRV75PPX1812;Paris | Rue Ordener 120;75118.0;Voirie;5;23/09/2021;Acces libre;120 Rue Ordener 75018 Paris;TRUE;https://belib.paris;01/12/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.893276;2.3395;FR*V75*EPX11*01*7;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*01*7;2022-12-02T07:59:11+01:00;48.855328,2.378338
1462;En service;18e Arrondissement;FR*V75*PPX18*16;FRV75PPX1816;Paris | Rue Sofia 16;75118.0;Voirie;6;23/09/2021;Acces libre;16 Rue Sofia 75018 Paris;TRUE;https://belib.paris;01/12/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.885006;2.3475914;FR*V75*EPX12*14*7;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*14*7;2022-12-02T07:53:22+01:00;48.840687,2.400428
1463;En service;19e Arrondissement;FR*V75*PPX19*16;FRV75PPX1916;Paris | Rue Manin 1;75119.0;Voirie;4;23/09/2021;Acces libre;1 Rue Manin 75019 Paris;TRUE;https://belib.paris;16/11/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.8766;2.3790176;FR*V75*EPX19*06*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*06*4;2022-12-02T07:56:40+01:00;48.8886,2.3888
1464;En service;20e Arrondissement;FR*V75*PPX20*17;FRV75PPX2017;Paris | Rue Pelleport 105 bis;75120.0;Voirie;5;23/09/2021;Acces libre;105 bis Rue Pelleport 75020 Paris;TRUE;https://belib.paris;01/12/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.86959;2.400348;FR*V75*EPX15*13*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*13*4;2022-12-02T07:51:21+01:00;48.838547,2.312675
1465;En service;15e Arrondissement;FR*V75*PPX15*37;FRV75PPX1537;Paris | Place du Commerce 5;75115.0;Voirie;5;23/09/2021;Acces libre;5 Place du Commerce 75015 Paris;TRUE;https://belib.paris;09/11/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.84545;2.292136;FR*V75*EPX18*16*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*16*2;2022-12-02T08:03:32+01:00;48.885006,2.3475914
1466;En service;15e Arrondissement;FR*V75*PPX15*37;FRV75PPX1537;Paris | Place du Commerce 5;75115.0;Voirie;5;23/09/2021;Acces libre;5 Place du Commerce 75015 Paris;TRUE;https://belib.paris;09/11/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.84545;2.292136;FR*V75*EPX20*02*5;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*02*5;2022-12-02T08:01:45+01:00;48.87559,2.399738
1467;En test;16e Arrondissement;FR*V75*PPX16*31;FRV75PPX1631;Paris | Avenue Marceau  59;75116.0;Voirie;5;27/09/2021;Acces libre;59 Avenue Marceau 75016 Paris;TRUE;https://belib.paris;unknown;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.869892;2.2976446;FR*V75*EPX15*08*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*08*3;2022-12-02T07:57:06+01:00;48.83892,2.282485
1468;En service;20e Arrondissement;FR*V75*PPX20*21;FRV75PPX2021;Paris | rue Freedeerick Lemae®tre 5;75120.0;Voirie;3;27/09/2021;Acces libre;5 rue Freedeerick Lemae®tre 75020 Paris;TRUE;https://belib.paris;08/12/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.873646;2.3911798;FR*V75*EPX13*03*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX13*03*2;2022-12-02T07:58:09+01:00;48.82195,2.345853
1469;En service;16e Arrondissement;FR*V75*PHBSAE*PDA;FRV75PHBSAEPDA;Paris | SAEMES Parking Porte d Auteuil;75116.0;Parking public;15;19/08/2022;Acces libre;1-3 Av. du Geeneeral Sarrail 75016 Paris;TRUE;https://belib.paris;19/10/2022;Non accessible;aucune restriction;FALSE;50.0;24-juil;Prise type Chademo;48.846973;2.2558389;FR*V75*EPX16*23*6;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*23*6;2022-12-02T09:02:48+01:00;48.87244,2.2915578
1470;En service;16e Arrondissement;FR*V75*PHBSAE*PDA;FRV75PHBSAEPDA;Paris | SAEMES Parking Porte d Auteuil;75116.0;Parking public;15;19/08/2022;Acces libre;1-3 Av. du Geeneeral Sarrail 75016 Paris;TRUE;https://belib.paris;19/10/2022;Non accessible;aucune restriction;FALSE;50.0;24-juil;Prise type Combo CCS;48.846973;2.2558389;FR*V75*E9012*05*1;En maintenance;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9012*05*1;2022-12-02T09:04:17+01:00;48.833603,2.389173
1471;En service;16e Arrondissement;FR*V75*PHBSAE*PDA;FRV75PHBSAEPDA;Paris | SAEMES Parking Porte d Auteuil;75116.0;Parking public;15;19/08/2022;Acces libre;1-3 Av. du Geeneeral Sarrail 75016 Paris;TRUE;https://belib.paris;19/10/2022;Non accessible;aucune restriction;FALSE;50.0;24-juil;Prise type Chademo;48.846973;2.2558389;FR*V75*EPX09*09*6;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX09*09*6;2022-12-02T09:00:53+01:00;48.875465,2.342083
1472;En service;Paris centre;FR*V75*P9001*01;FRV75P900101;Paris | Quai du Marchee Neuf 4;75101.0;Voirie;3;15/06/2022;Acces libre;4 Quai du Marchee Neuf 75001 Paris;FALSE;https://belib.paris;15/06/2022;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.854057;2.34556;FR*V75*EPX06*06*1;En maintenance;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*06*1;2022-12-01T08:00:01+01:00;48.847107,2.332121
1473;En service;Paris centre;FR*V75*P9004*02;FRV75P900402;Paris | Quai Henri IV 44;75104.0;Voirie;3;23/09/2021;Acces libre;44 Quai Henri IV 75004 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;4.0;24-juil;Prise type EF;48.85023;2.3615763;FR*V75*EPX15*17*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*17*3;2022-12-02T08:30:10+01:00;48.848923,2.3045475
1474;En service;07e Arrondissement;FR*V75*P9007*03;FRV75P900703;Paris | Avenue de Villars 9;75107.0;Voirie;3;23/09/2021;Acces libre;9 Avenue de Villars 75007 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.852665;2.31368;FR*V75*EPX20*01*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*01*3;2022-12-02T07:28:36+01:00;48.85006,2.4019644
1475;En service;12e Arrondissement;FR*V75*P9012*01;FRV75P901201;Paris | Avenue du General Dodds 3;75112.0;Voirie;3;23/09/2021;Acces libre;3 Avenue du General Dodds 75012 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;4.0;24-juil;Prise type EF;48.834084;2.405248;FR*V75*EPX16*12*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*12*3;2022-12-02T08:28:44+01:00;48.8534,2.2685
1476;En service;12e Arrondissement;FR*V75*P9012*08;FRV75P901208;Paris | Rue Villiot 10;75112.0;Voirie;3;23/09/2021;Acces libre;10 Rue Villiot 75012 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.841206;2.3748827;FR*V75*EPX18*15*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*15*4;2022-12-02T07:22:37+01:00;48.892082,2.3331354
1477;En service;12e Arrondissement;FR*V75*P9012*08;FRV75P901208;Paris | Rue Villiot 10;75112.0;Voirie;3;23/09/2021;Acces libre;10 Rue Villiot 75012 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;4.0;24-juil;Prise type EF;48.841206;2.3748827;FR*V75*EPX07*04*4;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX07*04*4;2022-12-02T08:39:53+01:00;48.849297,2.3077698
1478;En service;14e Arrondissement;FR*V75*P9014*03;FRV75P901403;Paris | Boulevard Edgar Quinet 9;75114.0;Voirie;3;23/09/2021;Acces libre;9 Boulevard Edgar Quinet 75014 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;4.0;24-juil;Prise type EF;48.841198;2.323891;FR*V75*EPX20*19*6;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*19*6;2022-12-02T08:36:40+01:00;48.85844,2.402911
1479;En service;15e Arrondissement;FR*V75*P9015*06;FRV75P901506;Paris | Rue Desnouettes 55;75115.0;Voirie;3;07/03/2022;Acces libre;55 Rue Desnouettes 75015 Paris;FALSE;https://belib.paris;07/03/2022;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.83571;2.286912;FR*V75*EPX15*34*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*34*1;2022-12-02T09:07:21+01:00;48.84348,2.2994812
1480;En service;15e Arrondissement;FR*V75*P9015*07;FRV75P901507;Paris | Rue Theophraste Renaudot 21;75115.0;Voirie;3;23/09/2021;Acces libre;21 Rue Theophraste Renaudot 75015 Paris;FALSE;https://belib.paris;01/10/2021;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.841286;2.296744;FR*V75*EPX15*32*6;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*32*6;2022-12-02T11:01:50+01:00;48.835197,2.2914295
1481;En service;16e Arrondissement;FR*V75*P9016*03;FRV75P901603;Paris | Avenue Henri Martin 101;75116.0;Voirie;3;23/09/2021;Acces libre;101 Avenue Henri Martin 75016 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;4.0;24-juil;Prise type EF;48.8636;2.27153;FR*V75*EPX12*12*2;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*12*2;2022-12-02T11:55:44+01:00;48.833412,2.388111
1482;En service;16e Arrondissement;FR*V75*P9016*05;FRV75P901605;Paris | Avenue Paul Doumer 24;75116.0;Voirie;3;23/09/2021;Acces libre;24 Avenue Paul Doumer 75016 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.861015;2.28308;FR*V75*EPX13*12*5;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX13*12*5;2022-12-02T11:57:11+01:00;48.820423,2.3512075
1483;En service;16e Arrondissement;FR*V75*P9016*07;FRV75P901607;Paris | Boulevard Emile Augier 12;75116.0;Voirie;3;23/09/2021;Acces libre;12 Boulevard Emile Augier 75016 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.859184;2.273944;FR*V75*EPX19*17*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*17*3;2022-12-02T11:59:10+01:00;48.882175,2.370891
1484;En service;19e Arrondissement;FR*V75*P9019*05;FRV75P901905;Paris | Rue de Crimeee 14;75119.0;Voirie;3;23/09/2021;Acces libre;14 Rue de Crimeee 75019 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.8778;2.39182;FR*V75*EPX07*04*5;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX07*04*5;2022-12-02T11:18:03+01:00;48.849297,2.3077698
1485;En service;20e Arrondissement;FR*V75*P9020*05;FRV75P902005;Paris | Rue Louis Lumiere 104;75120.0;Voirie;3;23/09/2021;Acces libre;104 Rue Louis Lumiere 75020 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.863766;2.41177;FR*V75*EPX15*30*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*30*4;2022-12-02T11:11:18+01:00;48.837017,2.2986736
